dist,area
39,74964.47
30,10343.0
0,0.0
27,52758.41999999999
0,0.0
60,118952.81
77,850.8
48,10522.2
30,84202.01
63,4781.0
47,11416.6
26,12312.4
31,35723.090000000004
31,0.0
17,35818.0
41,0.0
42,6662.2
16,183569.02000000002
33,79539.9
62,0.0
3,0.0
4,0.0
4,0.0
29,21485.1
3,11159.9
3,11159.9
0,0.0
0,36969.7
11,47457.3
2,11556.8
16,50930.9
16,50930.9
16,50930.9
16,50930.9
16,50930.9
16,50930.9
16,50930.9
72,95783.32999999999
3,0.0
0,0.0
28,30548.399999999998
31,53045.799999999996
72,64151.600000000006
5,28951.9
51,36962.4
16,23210.9
32,26759.0
6,40046.28999999999
9,49081.799999999996
30,250312.3
0,0.0
0,13834.3
0,333.29999999999995
2,16189.0
19,43906.2
6,2973.1
18,12220.3
1,0.0
10,18991.0
45,6804.0
14,56354.899999999994
12,55044.80000000001
14,66176.3
22,40621.03
6,82239.9
2,34848.909999999996
7,7474.1
25,151705.5
26,62337.359999999986
10,0.0
1,0.0
42,6662.2
8,25501.9
0,14564.5
11,63896.2
54,38104.829999999994
0,0.0
5,44252.11
27,23929.5
7,18223.7
22,12674.3
6,63935.9
152,50154.7
12,22142.6
8,9468.400000000001
0,0.0
18,6729.9
7,32937.3
27,8084.0
22,20320.61
22,76255.11
20,32687.010000000002
21,15360.239999999998
90,62533.77999999999
90,62533.77999999999
77,0.0
77,0.0
77,0.0
21,30173.26
31,91861.15999999999
31,91861.15999999999
4,30243.9
33,10256.94
55,3383.7
40,513.63
35,63990.4
7,32923.2
0,0.0
24,29296.59
0,0.0
8,52845.299999999996
3,24102.1
56,4292.7
17,24574.809999999998
60,83150.99999999999
60,83150.99999999999
70,70535.8
70,70535.8
70,70535.8
70,70535.8
62,72943.0
62,72943.0
62,72943.0
62,72943.0
80,24222.6
21,30173.26
80,24222.6
32,52249.0
32,52249.0
32,52249.0
32,52249.0
37,49042.30000000001
14,50672.9
14,50672.9
14,50672.9
14,50672.9
40,7258.51
40,7258.51
40,7258.51
56,4292.7
9,34927.3
0,0.0
0,0.0
25,82574.74000000002
25,82574.74000000002
10,36585.4
80,24222.6
51,49913.700000000004
13,37878.22
17,24574.809999999998
17,24574.809999999998
11,46756.200000000004
6,75648.20000000001
5,68098.20999999999
77,81969.4
77,81969.4
44,69403.8
10,3852.2
18,16076.900000000001
16,0.0
10,6721.1
9,8351.48
10,0.0
9,8351.48
37,49042.30000000001
21,38285.22
6,7498.7
8,90711.62000000001
18,0.0
13,22525.820000000003
0,0.0
13,41764.920000000006
126,30152.23
12,5159.099999999999
13,23481.68
16,24197.34
1,0.0
12,49462.40000000001
0,0.0
17,13106.300000000001
60,55070.32
4,30243.9
4,30243.9
11,8082.999999999999
11,8082.999999999999
14,45031.04
16,47775.7
9,27873.2
0,0.0
2,44306.0
112,25680.35
112,25680.35
112,25680.35
112,25680.35
21,30173.26
48,0.0
12,22142.6
59,45008.2
59,45008.2
59,45008.2
59,45008.2
7,8920.4
78,48135.6
78,48135.6
78,48135.6
63,12344.37
6,0.0
38,596.4
27,0.0
9,39431.1
35,63990.4
35,63990.4
41,45673.05
40,7165.5
25,82574.74000000002
28,44626.799999999996
21,69631.59999999999
11,0.0
21,85252.5
20,34311.14
24,0.0
10,11879.32
3,30563.899999999998
13,22462.300000000003
5,57438.95
31,23543.539999999997
19,63630.0
28,44626.799999999996
58,37723.0
5,0.0
87,18968.379999999997
1,0.0
28,107031.3
0,0.0
131,0.0
131,0.0
58,20692.200000000004
12,14352.1
60,58029.799999999996
29,53504.50000000001
16,55863.00000000001
13,75403.1
9,0.0
64,0.0
64,109988.78
73,77553.0
10,5758.54
8,61034.0
69,100848.2
69,100848.2
0,0.0
4,17560.9
45,41238.0
11,0.0
16,0.0
14,42644.9
20,28610.4
15,25619.2
15,0.0
0,0.0
5,66824.5
35,120772.59999999999
28,73338.0
8,9468.400000000001
0,0.0
42,6451.3
60,118952.81
9,12289.599999999999
68,0.0
9,47393.8
22,107195.9
23,334.4
20,549.0
20,911.3000000000001
10,41899.26
7,42263.93
1,0.0
17,79738.9
11,39799.95999999999
15,60177.0
37,0.0
2,0.0
18,36409.99999999999
93,8147.419999999999
31,12629.8
8,30126.199999999997
49,15338.470000000003
5,33220.6
50,60862.14000000001
46,4293.299999999999
7,0.0
15,34208.869999999995
19,1435.3
17,73112.3
17,10675.670000000002
0,0.0
19,12119.380000000001
45,15705.4
101,26970.440000000002
28,67258.3
0,0.0
17,30917.73
35,29761.199999999997
13,0.0
17,104533.8
9,22329.3
13,38439.299999999996
1,6400.0
15,108702.79999999999
26,0.0
26,0.0
60,32631.0
18,33620.6
61,111118.2
12,2331.4
32,0.0
32,0.0
60,32631.0
22,60435.2
7,0.0
132,2455.0
132,2455.0
132,2455.0
132,2455.0
3,47337.2
32,0.0
15,73863.84999999999
56,93651.8
56,93651.8
47,56132.3
73,55870.0
73,55870.0
73,55870.0
73,55870.0
73,55870.0
164,18490.4
62,65644.7
93,82278.9
62,51273.1
62,51273.1
62,51273.1
90,0.0
90,0.0
145,20991.28
145,20991.28
145,20991.28
15,31449.800000000003
73,55870.0
27,6700.73
27,6700.73
8,27280.989999999998
2,13020.1
34,129158.11
34,129158.11
19,56151.2
136,0.0
38,0.0
38,0.0
59,58806.08
36,8381.2
36,8381.2
43,24884.8
43,24884.8
43,24884.8
49,21097.0
49,21097.0
49,21097.0
20,0.0
66,0.0
39,0.0
37,10447.8
0,0.0
40,15720.010000000002
1,6400.0
0,0.0
24,5152.3
64,109988.78
10,5758.54
67,0.0
24,134798.09999999998
20,85788.09000000001
76,29038.899999999998
99,20078.600000000002
10,15739.7
31,127329.5
4,12523.0
66,0.0
51,36962.4
10,47148.2
52,6959.0
74,22140.4
47,27404.0
60,0.0
86,0.0
30,19676.67
92,14208.3
60,0.0
60,0.0
20,30563.4
20,27383.3
21,70694.4
8,3029.7
57,25861.0
0,0.0
0,0.0
24,42469.0
0,0.0
35,14595.599999999999
15,20075.2
17,41158.6
13,0.0
70,46053.899999999994
86,41651.59
35,20000.0
0,0.0
7,243.2
14,96068.4
3,3340.7000000000003
33,13137.499999999998
58,7529.8
80,38965.8
16,28464.1
9,82431.2
0,0.0
29,27733.300000000003
9,11476.5
24,100305.90000000001
4,1964.6
8,58941.2
24,33668.3
3,7621.9
89,8430.4
5,10229.400000000001
9,7287.6
8,41123.19999999999
3,0.0
22,32067.0
4,0.0
9,40232.22
72,16858.3
27,38490.2
1,0.0
44,24232.0
5,49261.86
40,109565.66000000002
17,13192.1
66,28383.0
59,0.0
25,23494.729999999996
6,34609.15
6,13302.0
11,6395.900000000001
1,11477.7
59,24500.0
41,0.0
0,14745.119999999999
29,72169.6
16,0.0
9,26283.2
25,15521.4
3,0.0
27,13403.64
19,31416.38
19,31416.38
19,31416.38
19,31416.38
3,39362.7
34,44802.82
8,18867.3
0,0.0
40,32473.8
27,60541.829999999994
27,60541.829999999994
3,0.0
5,0.0
0,0.0
33,3742.3999999999996
17,39167.439999999995
16,1080.5
23,66195.0
4,16799.47
26,60558.399999999994
5,48569.86
61,25557.0
30,45111.79999999999
101,58516.0
101,58516.0
14,63865.200000000004
2,25333.600000000002
48,3886.45
48,3886.45
3,80347.19999999998
3,80347.19999999998
3,80347.19999999998
3,80347.19999999998
10,49264.7
10,49264.7
10,49264.7
31,0.0
19,30768.5
17,147646.31
17,147646.31
17,147646.31
17,147646.31
10,31772.89
32,66936.44
32,66936.44
32,66936.44
13,32316.45
13,32316.45
13,32316.45
44,49296.38
44,49296.38
44,49296.38
44,49296.38
12,18352.73
5,48569.86
16,29451.019999999997
2,0.0
7,35870.6
6,29735.500000000004
57,40791.100000000006
8,76919.94
52,37445.73
11,21741.66
34,39545.799999999996
101,58516.0
10,1304.0
47,31760.100000000006
47,31760.100000000006
64,46359.299999999996
64,46359.299999999996
64,46359.299999999996
64,46359.299999999996
64,20082.300000000003
0,29766.0
3,193.64
3,0.0
15,13553.4
4,36950.81
31,127329.5
66,44636.799999999996
16,183569.02000000002
11,16637.52
6,73590.35
6,46429.399999999994
0,1863.15
3,79320.1
8,26441.680000000004
2,44418.799999999996
0,108.5
10,71416.99999999999
10,0.0
38,17698.86
16,13397.5
21,9477.6
11,0.0
0,0.0
8,3029.7
53,0.0
0,0.0
0,0.0
14,68537.0
14,68537.0
80,38965.8
80,38965.8
27,60541.829999999994
5,5886.679999999999
5,5886.679999999999
10,31772.89
101,58516.0
27,60541.829999999994
32,0.0
46,5045.8
48,15883.399999999998
48,15883.399999999998
48,15883.399999999998
1,22850.399999999998
6,9403.8
1,21206.6
8,8511.6
20,85788.09000000001
26,22730.499999999996
15,65276.899999999994
15,65276.899999999994
43,44498.59999999999
43,44498.59999999999
47,0.0
47,0.0
24,5152.3
26,60558.399999999994
26,60558.399999999994
7,25322.899999999998
9,4617.3
23,25427.800000000003
52,37445.73
10,31772.89
101,58516.0
22,77928.9
48,29174.960000000003
1,21763.5
86,49519.200000000004
86,49519.200000000004
0,0.0
27,0.0
109,45739.7
33,1399.2
7,7474.1
1,0.0
33,27504.750000000007
0,0.0
24,0.0
6,3378.8999999999996
75,66784.5
16,471.59999999999997
24,0.0
52,49120.399999999994
31,23543.539999999997
28,15992.400000000001
5,2787.71
20,34311.14
21,15719.9
50,13342.5
26,40625.1
0,0.0
21,31310.8
59,23699.0
50,13342.5
48,83249.7
21,32814.0
37,69312.30999999998
1,3376.1
56,73910.95
25,56619.99999999999
64,0.0
41,0.0
4,0.0
14,23766.600000000002
14,23766.600000000002
1,3376.1
80,72499.0
80,11012.25
80,72499.0
18,25484.3
61,46083.2
4,14009.999999999998
14,35315.05
25,56619.99999999999
67,8788.4
6,20397.000000000004
12,42428.1
48,29174.960000000003
56,2325.8
0,1091.7
14,58757.19
84,10386.7
2,0.0
1,0.0
0,1585.61
1,0.0
45,28662.0
1,0.0
95,76540.7
93,82278.9
0,8463.5
28,73338.0
26,12010.800000000001
18,1296.6
20,3978.3600000000006
32,0.0
63,12344.37
33,34114.979999999996
54,46804.64
6,7820.96
50,26017.800000000003
14,30444.140000000003
16,7206.6
22,18692.230000000003
2,25333.600000000002
8,21994.150000000005
46,9859.4
1,6930.209999999999
4,0.0
4,4098.5
16,56942.3
41,44763.75
39,49438.68
45,4546.120000000001
10,17057.9
63,33208.6
10,18054.61
48,55980.0
92,0.0
45,60560.20999999999
8,77282.29999999999
24,9850.2
77,5261.9
11,13778.9
64,109988.78
22,26215.300000000003
73,77553.0
99,68395.79999999999
24,90393.50000000001
51,32940.0
0,0.0
23,111054.9
38,58287.0
41,47666.4
49,93120.0
101,25132.6
96,42304.0
47,36374.3
47,36374.3
47,36374.3
0,0.0
36,20076.1
30,21485.1
30,21485.1
30,21485.1
47,56132.3
47,56132.3
131,0.0
11,14474.8
64,0.0
0,0.0
164,18490.4
69,110919.74
69,110919.74
69,110919.74
69,110919.74
65,0.0
69,100848.2
69,100848.2
69,100848.2
69,100848.2
75,0.0
16,110438.8
98,55877.200000000004
98,55877.200000000004
98,55877.200000000004
14,28181.0
24,113839.0
31,43478.92
31,43478.92
31,43478.92
53,15555.119999999999
0,0.0
24,36111.35
97,35832.22
60,101536.10000000002
38,69081.0
38,69081.0
21,100123.5
87,75390.09999999999
8,25039.22
16,25773.1
20,74088.8
1,4128.3
73,77553.0
56,4292.7
7,4662.5
2,30314.3
5,24710.109999999997
26,69292.5
7,0.0
22,19631.140000000003
0,0.0
25,0.0
62,37217.2
10,81001.06
40,21440.399999999998
119,87403.7
57,25861.0
12,0.0
40,124841.77000000002
43,68198.48
29,122958.3
17,41158.6
4,58567.009999999995
28,34499.340000000004
0,0.0
0,1081.3
10,53478.27
15,0.0
28,41147.1
50,5262.3
0,0.0
0,0.0
104,25944.2
49,47842.8
22,93021.2
14,42144.3
10,79650.7
12,30931.5
58,0.0
75,13967.23
9,3195.8
0,0.0
27,57906.45
33,603.2
20,0.0
31,62643.409999999996
2,28602.100000000002
12,64036.1
18,63018.0
7,55963.80000000001
24,19736.6
13,10579.8
14,23640.500000000004
10,41884.00000000001
18,32331.5
5,188.8
22,32608.2
16,25773.1
8,70978.7
4,0.0
55,3539.75
9,14456.169999999998
21,1466.5
5,13340.4
35,6151.900000000001
40,74610.09
74,64978.600000000006
34,80713.25
9,922.2
15,62940.43
6,28763.6
0,0.0
7,189018.75000000003
13,60266.4
26,12721.050000000003
6,16005.319999999998
0,1674.4
8,29419.13
28,41147.1
0,0.0
16,54077.350000000006
31,44356.299999999996
17,12525.999999999998
3,62050.0
5,65370.899999999994
8,46924.0
52,158.7
0,0.0
0,358.4
5,17118.52
16,50462.33000000001
26,12312.4
23,33419.200000000004
23,33419.200000000004
23,33419.200000000004
34,105023.3
34,105023.3
34,105023.3
34,105023.3
17,38127.11
46,61808.33
46,61808.33
46,61808.33
46,61808.33
37,47110.799999999996
37,47110.799999999996
40,24401.32
26,5405.3
204,72863.39
49,19249.8
2,53755.74
36,42290.200000000004
11,60839.47
204,72863.39
40,24401.32
40,24401.32
40,24401.32
40,24401.32
18,47541.5
18,47541.5
18,47541.5
24,20396.87
24,20396.87
18,0.0
5,0.0
51,71764.0
51,71764.0
51,71764.0
51,71764.0
72,43234.4
204,72863.39
2,14333.849999999999
24,23775.16
24,23775.16
47,65395.799999999996
47,65395.799999999996
47,65395.799999999996
0,0.0
12,16165.91
4,569.9
97,16765.3
12,58738.049999999996
24,23775.16
36,18270.510000000002
36,18270.510000000002
36,18270.510000000002
39,99643.12999999999
39,14878.4
5,44575.619999999995
9,43525.71
12,24008.27
6,66004.20000000001
14,42144.990000000005
6,55713.49999999999
23,23477.2
6,28763.6
10,0.0
31,1351.5
25,0.0
17,23716.399999999994
18,0.0
30,8133.500000000001
1,19234.820000000003
23,60474.2
7,1277.5
1,0.0
38,0.0
27,79592.49
11,60839.47
11,60839.47
27,1276.9
14,28315.840000000004
14,28315.840000000004
2,29864.5
2,29864.5
7,22832.7
81,12608.7
81,12608.7
60,1918.9
81,12608.7
52,51593.6
52,51593.6
52,51593.6
52,51593.6
10,35961.1
10,35961.1
42,13286.92
24,45140.7
18,54040.3
18,54040.3
31,56362.1
31,56362.1
31,56362.1
32,45337.67999999999
0,0.0
33,58980.9
16,7763.700000000001
97,16765.3
56,93651.8
16,43186.2
16,43186.2
41,0.0
27,18105.0
5,66824.5
52,91367.2
0,0.0
3,81478.20000000001
17,7454.4
43,0.0
43,0.0
27,0.0
45,28662.0
14,28059.399999999998
27,0.0
31,0.0
26,40625.1
10,13748.9
26,21956.0
32,48842.2
16,46141.0
24,74005.4
26,54004.5
81,0.0
6,0.0
6,0.0
29,24967.600000000002
28,75201.0
28,75201.0
21,32814.0
56,73910.95
84,10386.7
57,0.0
58,52097.57
27,37957.899999999994
29,64095.399999999994
1,0.0
15,53420.9
44,101617.0
12,14352.1
81,57816.2
33,10825.0
4,8630.189999999999
33,10825.0
63,2249.8
2,30975.4
25,67662.97
4,64856.79000000001
28,51376.6
1,0.0
23,23938.28
9,38471.600000000006
28,15992.400000000001
61,36435.25
15,0.0
63,12344.37
0,714.3
1,0.0
4,60730.09
30,0.0
63,34859.6
46,19177.1
15,56491.8
34,0.0
18,20054.7
2,9909.6
35,6151.900000000001
0,7327.9
6,76194.2
3,30108.43
15,29764.49
49,36493.3
0,0.0
22,0.0
10,0.0
7,45336.40000000001
6,6935.4
3,2828.0
63,4306.5
62,37217.2
15,33498.6
24,100305.90000000001
0,0.0
60,35627.65
2,63357.1
4,980.5
3,15269.5
88,59279.0
12,81261.49999999999
25,23547.199999999997
3,0.0
13,93871.72
35,877.6
39,63207.0
26,5405.3
38,69123.79999999999
11,5937.9
6,31780.5
7,46498.52
21,14852.71
0,12102.5
24,35340.219999999994
6,1797.9
12,25097.579999999994
0,0.0
18,0.0
0,0.0
9,15279.7
44,0.0
103,0.0
77,0.0
29,62841.13
7,64834.50000000001
121,59449.99999999999
15,0.0
58,73108.0
58,73108.0
58,73108.0
72,126144.11
72,126144.11
72,126144.11
72,126144.11
86,61690.4
14,25476.4
14,25476.4
14,25476.4
14,25476.4
57,56500.00000000001
57,56500.00000000001
57,56500.00000000001
57,56500.00000000001
53,51872.799999999996
45,37648.19
22,59048.4
22,59048.4
22,59048.4
33,84434.5
11,80177.79999999999
11,80177.79999999999
172,21359.0
134,55182.9
134,55182.9
1,38567.8
15,0.0
47,86101.70000000001
47,86101.70000000001
63,105666.9
63,105666.9
63,105666.9
20,43385.42
20,43385.42
1,652.9
9,57658.87
10,31244.719999999998
11,80177.79999999999
2,80564.90000000001
99,20078.600000000002
99,20078.600000000002
24,36111.35
97,35832.22
99,20078.600000000002
60,101536.10000000002
15,79839.09
15,79839.09
36,14208.85
19,13701.3
91,11782.399999999998
21,0.0
36,91019.6
14,33709.0
0,0.0
66,17734.7
62,0.0
44,0.0
61,46083.2
66,0.0
18,18302.0
9,0.0
76,35081.6
76,35081.6
51,8729.0
27,54279.79999999999
56,2325.8
17,28037.3
56,4292.7
31,32505.100000000002
32,0.0
26,78930.01
89,0.0
77,0.0
38,12345.0
5,85289.8
9,0.0
47,0.0
58,35244.8
44,68942.48
6,103.8
22,8695.800000000001
1,0.0
12,30931.5
31,40303.399999999994
3,11159.9
0,69.3
13,44603.7
25,10608.1
24,1811.5
41,38055.0
5,0.0
16,16625.800000000003
41,0.0
34,57826.600000000006
141,0.0
141,0.0
141,0.0
14,72830.48999999999
0,0.0
2,525.1
28,60393.19999999999
0,0.0
6,10154.699999999997
33,27504.750000000007
69,14985.2
43,69156.7
45,66589.8
4,0.0
14,14421.800000000003
13,63900.030000000006
1,7184.009999999999
6,5337.1
21,4374.7
6,59576.799999999996
12,46197.4
14,25241.2
23,13011.800000000001
42,10405.0
0,0.0
0,0.0
7,29982.6
39,49438.68
17,2934.7
29,0.0
19,5146.5
2,3904.2200000000003
5,26987.379999999997
0,0.0
43,4618.8
17,0.0
13,51867.45
1,0.0
91,0.0
14,57461.0
38,61345.7
98,0.0
12,19887.2
8,77282.29999999999
3,39550.2
5,32389.0
8,3362.93
0,0.0
15,6619.8
12,64350.6
79,8336.0
6,21478.0
9,23253.599999999995
50,33703.08
5,41048.5
9,12469.8
17,39273.64000000001
17,39273.64000000001
51,36962.4
34,25930.020000000004
35,58061.71000000001
23,14596.400000000001
49,78304.1
9,10938.0
25,637.3
29,1865.06
7,31615.379999999997
25,14691.430000000002
79,65671.2
23,46639.09
23,46639.09
23,46639.09
23,46639.09
11,66723.09999999999
11,66723.09999999999
11,66723.09999999999
12,30888.700000000004
12,30888.700000000004
1,19234.820000000003
1,19234.820000000003
1,19234.820000000003
1,19234.820000000003
35,58061.71000000001
6,2012.7
18,86627.48
4,0.0
18,22320.0
18,22320.0
18,22320.0
1,0.0
29,104423.6
41,129850.81000000001
41,129850.81000000001
39,49760.7
5,2266.6
88,9811.029999999999
3,19394.6
50,60862.14000000001
37,40390.450000000004
49,78304.1
36,49014.84
69,14985.2
69,14985.2
69,14985.2
49,78304.1
52,8546.5
52,8546.5
17,39273.64000000001
17,39273.64000000001
8,29155.3
8,29155.3
41,66524.50000000001
92,14208.3
10,37918.0
5,12556.83
18,72000.12999999999
6,0.0
46,0.0
24,255.0
10,58836.6
8,65592.40000000001
12,36307.590000000004
7,2604.1
12,18811.13
1,13533.049999999997
6,52099.700000000004
0,20696.6
21,23319.8
5,1391.9
0,0.0
0,0.0
28,15810.3
0,0.0
14,64682.8
4,14405.400000000001
5,120192.61000000002
54,0.0
54,0.0
54,0.0
54,0.0
8,28583.2
31,14372.400000000001
24,55082.00000000001
31,14372.400000000001
6,140560.50000000003
6,140560.50000000003
14,4163.860000000001
12,30888.700000000004
14,4163.860000000001
69,14985.2
69,14985.2
29,104423.6
29,104423.6
54,46804.64
7,30004.39
7,51980.8
0,101947.19999999998
29,36463.48000000001
11,22246.44
36,49014.84
15,18339.59
4,0.0
36,79370.99
11,22246.44
67,25029.300000000003
50,60862.14000000001
20,37493.8
50,60862.14000000001
0,264.4
20,37493.8
17,37204.0
15,36434.0
5,16366.900000000001
4,0.0
30,38836.67
28,56677.14000000001
52,3655.0
24,0.0
12,43231.50000000001
67,25029.300000000003
70,46053.899999999994
54,45135.4
22,66329.25
10,19065.5
1,0.0
3,15502.7
3,2754.8199999999997
74,0.0
29,64095.399999999994
19,25289.1
44,24232.0
35,120772.59999999999
35,120772.59999999999
52,49120.399999999994
18,0.0
84,23426.6
29,2077.7
18,45457.600000000006
13,0.0
42,67675.0
52,91367.2
6,0.0
63,6022.0
22,40733.9
9,18816.2
0,0.0
0,0.0
23,49224.0
27,47701.700000000004
6,32531.0
9,63575.15000000001
16,35229.7
19,45876.600000000006
84,23426.6
24,40508.35999999999
45,13069.8
30,38836.67
26,7642.799999999999
26,54980.700000000004
23,49224.0
44,34739.2
66,17734.7
54,72146.09999999999
30,46678.100000000006
8,0.0
12,25097.579999999994
16,27859.899999999998
109,58638.1
8,0.0
40,27130.899999999998
5,1479.9
8,0.0
3,26401.880000000005
21,35292.64
58,36310.590000000004
8,61693.490000000005
28,104243.70000000003
13,33957.579999999994
17,811.79
13,14172.06
16,0.0
6,2595.98
0,0.0
13,1491.3200000000002
7,5578.1
12,95435.6
0,0.0
5,33469.93
9,25920.310000000005
14,12239.7
1,3489.0
1,0.0
31,4082.47
14,30120.600000000002
28,39900.3
19,48729.159999999996
80,72499.0
28,57930.1
0,0.0
1,0.0
6,32612.799999999996
33,26169.9
11,1431.7
19,0.0
32,0.0
10,32246.609999999997
1,17631.7
1,38269.799999999996
68,6332.3
48,0.0
7,64738.6
27,15433.100000000002
31,55019.28
45,107495.3
69,45841.7
60,0.0
46,104545.4
54,73368.7
56,73910.95
131,59447.0
131,59447.0
131,59447.0
131,59447.0
101,45283.0
101,45283.0
101,45283.0
101,45283.0
16,101602.20000000001
16,101602.20000000001
0,0.0
0,0.0
0,0.0
99,15836.400000000001
32,104376.7
32,104376.7
29,116123.4
37,64742.4
37,64742.4
37,64742.4
53,51872.799999999996
9,58613.399999999994
120,0.0
85,67610.1
23,62726.8
58,52097.57
36,29074.739999999998
47,21157.429999999993
47,21157.429999999993
39,64654.99999999999
39,64654.99999999999
32,14266.6
54,14487.900000000001
11,42548.0
67,0.0
63,6022.0
73,36840.1
67,27530.7
25,88874.79999999996
44,68942.48
53,94540.5
34,39545.799999999996
89,0.0
12,55193.4
81,0.0
32,18560.2
17,0.0
3,0.0
27,13403.64
1,2474.4
10,29995.96
10,29995.96
30,39586.3
58,35244.8
30,71156.90000000001
19,13550.999999999998
47,81545.90000000001
10,35062.1
0,0.0
4,0.0
11,58172.33
20,34473.0
25,0.0
26,56422.0
8,1578.0
4,24315.2
87,75390.09999999999
9,27360.9
54,19763.800000000003
23,74427.6
25,47252.8
106,414.1
1,13050.800000000001
15,22085.6
31,32505.100000000002
0,0.0
3,24889.600000000002
12,12309.9
28,77421.31000000001
7,4899.3
17,62259.2
20,39142.49999999999
9,434.3
38,27089.050000000003
20,0.0
0,0.0
0,0.0
34,21958.469999999998
3,2208.8
9,69183.2
19,12761.799999999997
7,24656.149999999998
42,47196.200000000004
4,4180.8
144,3075.31
16,10950.0
20,7252.7
29,36463.48000000001
11,58255.5
12,36339.8
24,87430.80000000002
62,59375.14000000001
15,24033.9
1,0.0
6,61660.56
0,0.0
27,52758.41999999999
27,25770.8
2,3381.1000000000004
28,100973.76999999999
18,534.0
3,140052.19
20,3812.8
20,3812.8
20,3812.8
20,3812.8
50,26017.800000000003
43,69156.7
52,70027.40000000001
52,70027.40000000001
52,70027.40000000001
52,70027.40000000001
1,5589.529999999999
10,15683.5
90,26588.78
28,10770.3
28,10770.3
28,10770.3
28,10770.3
25,36198.1
25,36198.1
25,36198.1
25,36198.1
5,64101.8
27,61181.7
32,73604.28
32,73604.28
32,73604.28
19,13701.3
27,61181.7
32,44444.4
11,47577.85
11,47577.85
11,47577.85
7,111126.2
6,32365.5
29,19330.0
4,0.0
4,0.0
27,61181.7
18,38044.9
18,38044.9
18,38044.9
21,15719.9
21,39866.6
76,87501.4
76,87501.4
76,87501.4
76,87501.4
76,87501.4
76,87501.4
0,0.0
41,33983.19
16,56149.51999999999
0,54.3
0,54.3
27,36200.86
0,54.3
14,30120.600000000002
22,0.0
1,0.0
1,0.0
18,38044.9
18,13983.4
18,13983.4
13,60617.3
13,60617.3
4,0.0
4,0.0
22,77928.9
24,74664.1
11,1965.3
0,54.3
0,54.3
27,27581.100000000002
65,51157.4
65,51157.4
0,0.0
49,5118.99
11,53653.520000000004
20,60651.100000000006
47,32947.5
24,31707.7
11,11519.199999999999
48,40833.3
0,0.0
9,1604.8
101,61280.899999999994
14,82630.89
24,119472.68
34,85642.89000000001
39,22615.5
2,37581.5
0,0.0
0,1674.4
5,63626.69
11,7839.889999999999
0,0.0
9,8415.619999999999
3,9895.460000000001
0,0.0
10,39019.49999999999
19,0.0
21,49844.58
12,25097.579999999994
10,34122.05
12,43034.7
0,0.0
77,47481.6
11,0.0
9,75272.64
2,44362.76
99,78689.89999999998
99,78689.89999999998
