,subway_min_dist,subway_250m,subway_500m,bus_stop_min_dist,bus_stop_250m,bus_stop_500m,gov_building_min_dist,gov_building_250m,gov_building_500m,college_min_dist,college_250m,college_500m,school_min_dist,school_250m,school_500m,kgarden_min_dist,kgarden_250m,kgarden_500m,office_min_dist,office_250m,office_500m,food_min_dist,food_250m,food_500m,id
19,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,7176.8989434164705,0,0,2027.0
20,10000.0,0,0,311.9789452080096,0,1,9713.019327857626,0,0,5152.966693422862,0,0,473.80480833169185,0,1,2173.773432179569,0,0,231.7657388246341,1,1,17.878025852489507,9,13,2033.0
21,10000.0,0,0,139.65485054419332,2,5,10000.0,0,0,658.3888744747707,0,0,2258.343101046277,0,0,284.13622365631,0,4,1849.454270553694,0,0,348.84061783417866,0,3,2034.0
22,10000.0,0,0,2736.919017271343,0,0,10000.0,0,0,602.6092780329955,0,0,3984.0021819730673,0,0,3961.0299764744223,0,0,830.1450261932762,0,0,810.9883911182683,0,0,2035.0
23,10000.0,0,0,5502.508095910537,0,0,1439.5173474784046,0,0,587.4734287310926,0,0,508.93469463262886,0,0,1731.184376340833,0,0,408.78204733467777,0,1,61.97459411872511,2,2,2850.0
24,10000.0,0,0,61.26935864284706,2,6,10000.0,0,0,1888.6143818697656,0,0,1247.0621159840514,0,0,909.5669178452092,0,0,1093.816970741991,0,0,488.0445538376883,0,1,2873.0
25,10000.0,0,0,1196.8692942658095,0,0,10000.0,0,0,577.1473167307179,0,0,1051.6827339561273,0,0,1377.9479065780272,0,0,125.8539817772319,1,1,17.18047080671949,3,8,2876.0
26,10000.0,0,0,311.70327291484676,0,2,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,1902.0341009586618,0,0,2877.0
27,10000.0,0,0,1293.1381727367495,0,0,10000.0,0,0,950.2013504407696,0,0,1296.086949225634,0,0,5185.79495578692,0,0,10000.0,0,0,431.94544027029434,0,2,2897.0
28,10000.0,0,0,827.9784173213503,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,509.07725954389696,0,0,2900.0
29,10000.0,0,0,638.5387875030759,0,0,10000.0,0,0,10000.0,0,0,443.9128010157494,0,1,10000.0,0,0,326.63844663604567,0,2,85.79176259578173,4,9,2914.0
30,10000.0,0,0,1082.251494570978,0,0,10000.0,0,0,2790.694811522553,0,0,2699.584648691811,0,0,2286.58077556812,0,0,1672.1464946802676,0,0,1238.0139407486126,0,0,2923.0
31,10000.0,0,0,1814.6277417248027,0,0,10000.0,0,0,1409.6634086089182,0,0,2079.8688827748547,0,0,2991.507425245677,0,0,1451.3871118341374,0,0,117.51264120686565,2,2,2951.0
32,10000.0,0,0,8716.692918876333,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,842.995848448046,0,0,2818.351707330399,0,0,2973.0
33,10000.0,0,0,3016.5009851553214,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,2710.8423375568427,0,0,10000.0,0,0,123.10407036666534,1,3,4446.0
34,10000.0,0,0,1451.0343026489647,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,344.81475222166597,0,1,10000.0,0,0,187.59520565441662,1,1,4447.0
35,132.3543925691195,2,2,1028.2535069326584,0,0,3838.2757272883673,0,0,2751.6226267699685,0,0,1415.0810870898622,0,0,2098.8310813238877,0,0,884.1288754178189,0,0,142.5674579532587,3,4,4458.0
36,10000.0,0,0,178.04277020433196,2,5,10000.0,0,0,892.7162626286109,0,0,2043.765563131298,0,0,2455.268656702499,0,0,651.4945383016461,0,0,359.5335587393296,0,3,4466.0
37,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,3188.162756035893,0,0,497.49750407970146,0,1,4470.0
38,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,8778.858470513927,0,0,4489.0
39,10000.0,0,0,117.64642501829495,2,18,10000.0,0,0,6390.062613424955,0,0,5530.671110463342,0,0,4620.760000925757,0,0,295.96384177102027,0,1,184.45243322385554,2,4,4491.0
40,10000.0,0,0,2094.9393255334694,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,2111.7035514168274,0,0,89.8790862136515,1,1,4511.0
41,6044.563152972485,0,0,1597.1924473533825,0,0,10000.0,0,0,7365.724812810576,0,0,5273.746786410814,0,0,2610.911786896135,0,0,628.4250397301763,0,0,380.60151134398393,0,1,4512.0
42,10000.0,0,0,29.032057749618136,1,5,10000.0,0,0,4253.156085033044,0,0,2081.168875462483,0,0,8227.446155688229,0,0,727.926489163072,0,0,264.57369671208613,0,2,4523.0
43,10000.0,0,0,119.86286806782502,3,8,5878.117090194831,0,0,1043.6828359131248,0,0,290.94404021049354,0,1,1054.555784567449,0,0,196.08349383396404,1,3,134.81428681730404,6,9,4526.0
44,10000.0,0,0,67.5669849695787,3,8,10000.0,0,0,10000.0,0,0,546.5045486289753,0,0,1012.0654852801591,0,0,233.82312517299988,1,2,35.2589006285288,1,2,4542.0
45,10000.0,0,0,275.46526124735965,0,4,4047.5811084863185,0,0,405.80534261256867,0,1,463.9699675437281,0,1,1390.4668873704009,0,0,1607.5098170146891,0,0,20.88033082779909,7,11,4574.0
46,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,4584.0
47,10000.0,0,0,1529.05114989002,0,0,10000.0,0,0,5623.4681123333585,0,0,2923.202899875591,0,0,993.4894165064159,0,0,2023.2494858096768,0,0,619.7695262783178,0,0,4586.0
48,5369.862484481232,0,0,2534.5818841439404,0,0,10000.0,0,0,5660.468179408558,0,0,4438.410046627781,0,0,893.0217317182288,0,0,1664.7805620650772,0,0,124.07854824918765,2,2,4588.0
49,10000.0,0,0,1431.4111407715445,0,0,10000.0,0,0,484.90706620613463,0,1,290.18506314749516,0,1,10000.0,0,0,209.22892692371116,1,3,134.1866135968217,6,10,4594.0
50,10000.0,0,0,3081.1131190563424,0,0,10000.0,0,0,10000.0,0,0,2096.0783103189838,0,0,3404.93212496152,0,0,792.1592869227946,0,0,942.2297294478622,0,0,4606.0
51,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,4608.0
52,10000.0,0,0,683.1434371584505,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,617.488540848439,0,0,4624.0
53,10000.0,0,0,631.7702366894905,0,0,10000.0,0,0,10000.0,0,0,374.6987008286639,0,2,10000.0,0,0,1851.0353863423197,0,0,359.0073408809384,0,4,4649.0
54,10000.0,0,0,973.8911915803341,0,0,10000.0,0,0,10000.0,0,0,876.2750707889545,0,0,10000.0,0,0,739.7529931576396,0,0,58.86105450277081,2,3,4655.0
55,10000.0,0,0,1016.7020464496384,0,0,10000.0,0,0,1588.9441114309807,0,0,2372.3424868254533,0,0,2632.176646812214,0,0,2710.122559376102,0,0,466.6412990242655,0,1,4680.0
56,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,1036.7658467938652,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,4685.0
57,10000.0,0,0,33.08235247542634,2,4,2533.061503187805,0,0,2141.2223715264527,0,0,3464.45474190533,0,0,3629.1053606764754,0,0,281.9093574245876,0,1,145.43761144467254,2,4,4703.0
58,10000.0,0,0,2991.3129706660193,0,0,1191.549362613294,0,0,63.60663904280538,5,6,335.66740669240386,0,1,1887.8582352920234,0,0,301.37115212665043,0,1,383.4099388308308,0,2,4712.0
59,10000.0,0,0,6903.087495167567,0,0,10000.0,0,0,8375.136964922985,0,0,6346.127948803999,0,0,2582.880033518419,0,0,6916.128619356121,0,0,6472.4845771931505,0,0,4713.0
60,10000.0,0,0,3814.2829182676346,0,0,10000.0,0,0,6692.095055363522,0,0,4143.515884361586,0,0,49.413332273546295,1,1,41.703425005024165,19,33,524.2306383099697,0,0,8483.0
61,10000.0,0,0,283.63504493637834,0,2,10000.0,0,0,2569.338312382219,0,0,531.717030205046,0,0,1162.2765071104207,0,0,115.99716570881716,4,46,28.135687981498787,9,38,8486.0
62,10000.0,0,0,2740.69550080824,0,0,10000.0,0,0,3015.3781119398177,0,0,258.0815180791662,0,1,299.81077068805104,0,2,197.4921687115181,1,2,66.10100265951554,1,1,8487.0
63,10000.0,0,0,132.3245279548053,3,7,1564.3503718169193,0,0,1019.7232178487478,0,0,1648.170975906052,0,0,570.5121545911779,0,0,794.2274853224405,0,0,378.8802760214477,0,1,8497.0
64,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,8500.0
65,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,854.4289541266496,0,0,1803.0104353905228,0,0,10000.0,0,0,521.4990167249003,0,0,8502.0
66,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,8511.0
67,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,836.1910923585104,0,0,1058.4347283228556,0,0,3132.9752900119856,0,0,312.6521912883776,0,5,8518.0
68,10000.0,0,0,10000.0,0,0,10000.0,0,0,1772.8677266941609,0,0,2365.519997754828,0,0,2095.1444240933724,0,0,1441.6531936839958,0,0,574.983717999966,0,0,8534.0
69,10000.0,0,0,168.43705785172776,2,16,6501.626696443022,0,0,126.45763072271419,1,1,198.90004093342068,1,3,200.1524935606084,2,5,198.77394173598557,2,6,236.39882047306054,1,31,8542.0
70,10000.0,0,0,1599.3824456736681,0,0,10000.0,0,0,2413.950181962846,0,0,635.9111038509103,0,0,608.7943942408596,0,0,130.44733116287526,1,1,572.0511999621154,0,0,8557.0
71,10000.0,0,0,1357.9367591472203,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,5700.740369722494,0,0,8560.0
72,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,4918.452041335291,0,0,6537.662265456334,0,0,4985.343360198562,0,0,965.3381704962306,0,0,8566.0
73,10000.0,0,0,213.99369636312443,2,5,10000.0,0,0,1989.3261080320372,0,0,421.3986957715577,0,1,1322.3066448930117,0,0,12.526448843351178,1,1,32.70238084560807,3,4,8575.0
74,10000.0,0,0,51.23158388506319,4,5,10000.0,0,0,1449.121637874771,0,0,2757.7258209925285,0,0,1245.5815884694214,0,0,832.5057362902913,0,0,358.8323506858781,0,1,8585.0
75,10000.0,0,0,41.28703455788551,3,5,10000.0,0,0,3088.043794167818,0,0,103.75855712932211,1,1,3770.395930605863,0,0,598.1591225327464,0,0,14.235359908153635,16,28,8588.0
76,748.0036227357026,0,0,48.129560756068344,2,7,10000.0,0,0,735.6282732236923,0,0,4540.1585070531,0,0,991.9206897297873,0,0,1195.9118083002832,0,0,288.59192569307953,0,2,8590.0
77,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,716.3718109858177,0,0,8594.0
78,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,604.862191916973,0,0,905.0843862779769,0,0,3186.2743805234413,0,0,77.93789244728808,2,2,8601.0
79,10000.0,0,0,585.0345802389357,0,0,10000.0,0,0,10000.0,0,0,4808.529300749847,0,0,5240.638371631338,0,0,2526.948739036895,0,0,1369.6984183295413,0,0,8617.0
80,10000.0,0,0,2290.301456353099,0,0,10000.0,0,0,10000.0,0,0,1045.9088967027901,0,0,3661.2926893805857,0,0,598.5652574994042,0,0,17.633096469080865,5,7,8618.0
81,10000.0,0,0,74.38255611800525,5,9,9819.473488363394,0,0,3597.3165006009863,0,0,2077.3902498341236,0,0,1823.6994814112104,0,0,1422.133440905248,0,0,61.01992150827314,6,8,8619.0
82,10000.0,0,0,119.18837303405319,5,11,10000.0,0,0,10000.0,0,0,847.1543852153303,0,0,436.34462550459995,0,1,504.6408750973255,0,0,76.65811736761422,6,21,8625.0
83,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,844.2306100460394,0,0,8643.0
84,560.2587466465975,0,0,121.52909606529244,4,15,5229.2566461638435,0,0,2349.639874641885,0,0,1963.8191516405977,0,0,194.54260742441693,1,4,854.04909225123,0,0,125.79454707481422,1,13,8658.0
85,10000.0,0,0,3736.2975785231624,0,0,10000.0,0,0,10000.0,0,0,1349.201372816101,0,0,9671.359661821698,0,0,7944.165394132678,0,0,1293.203347259048,0,0,8659.0
86,10000.0,0,0,66.42580556340117,2,2,10000.0,0,0,10000.0,0,0,604.8343194105452,0,0,10000.0,0,0,10000.0,0,0,889.1609697457487,0,0,8660.0
87,10000.0,0,0,1241.4543085274433,0,0,10000.0,0,0,10000.0,0,0,397.93663002269795,0,1,69.01837611591985,2,2,10000.0,0,0,408.4329027408493,0,1,8663.0
88,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,8691.0
89,10000.0,0,0,899.8688079356754,0,0,10000.0,0,0,10000.0,0,0,2160.4723885801363,0,0,3024.949098798796,0,0,8946.153498327112,0,0,460.1129764111728,0,1,8697.0
90,10000.0,0,0,8283.175884085933,0,0,10000.0,0,0,10000.0,0,0,7950.9222304669265,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,8699.0
91,10000.0,0,0,43.2590070990079,4,11,10000.0,0,0,917.3089044991965,0,0,336.48108105699305,0,1,1636.1760854169734,0,0,931.7152228737311,0,0,17.179463808579435,4,6,8700.0
92,690.1186159834785,0,0,1580.8128828455015,0,0,10000.0,0,0,2616.5873100815147,0,0,2123.0302712837197,0,0,1188.7262335576875,0,0,388.79532464183404,0,1,94.38487423974536,2,3,8702.0
93,10000.0,0,0,86.62347285265791,4,11,1362.4345118726608,0,0,1560.1685244132366,0,0,130.58545157205447,1,1,1517.0006698535813,0,0,1822.0447135368602,0,0,44.246442309562845,1,7,8709.0
94,10000.0,0,0,2260.556643510898,0,0,10000.0,0,0,1122.1792435318953,0,0,1901.917599074939,0,0,1427.6869798065707,0,0,10000.0,0,0,327.7132751319045,0,1,8715.0
95,10000.0,0,0,1434.2742311762863,0,0,10000.0,0,0,229.82472446649177,1,1,1042.016981015065,0,0,291.7347073684523,0,1,10000.0,0,0,371.90470448302,0,4,8717.0
96,10000.0,0,0,84.16958975747737,3,5,10000.0,0,0,5090.685339527548,0,0,3401.967233585312,0,0,1578.3393228586735,0,0,475.78623854676334,0,1,192.4334578347037,2,5,8720.0
97,10000.0,0,0,1739.7880462644612,0,0,10000.0,0,0,10000.0,0,0,2988.0082035211585,0,0,5148.187089615769,0,0,1608.1550955607163,0,0,395.2280960528555,0,1,8722.0
98,10000.0,0,0,680.3638004727013,0,0,10000.0,0,0,10000.0,0,0,1208.880018998944,0,0,1387.6013901036902,0,0,10000.0,0,0,98.03877471923782,2,2,8731.0
99,10000.0,0,0,2509.1636495395364,0,0,5449.736765786126,0,0,708.7702552563424,0,0,174.0824927658598,1,2,497.05757928828496,0,1,278.16360362395756,0,2,87.19136923304579,13,25,8735.0
100,10000.0,0,0,696.7521604076438,0,0,10000.0,0,0,88.31625296895025,1,2,2206.496654421775,0,0,242.44013867304926,1,1,10000.0,0,0,607.8822208242683,0,0,8736.0
101,10000.0,0,0,278.84849300617805,0,2,10000.0,0,0,436.29604615197866,0,2,1958.8046772098078,0,0,213.4779276875816,1,1,860.9562791990346,0,0,280.295072776275,0,2,8745.0
102,10000.0,0,0,316.3978982432737,0,1,4984.949236872257,0,0,655.802130720749,0,0,421.83577153708194,0,1,1550.7095405985453,0,0,790.8291210391623,0,0,127.24582044167468,1,8,8750.0
103,10000.0,0,0,1860.2104684732392,0,0,10000.0,0,0,316.9482935760865,0,1,452.6935870053022,0,1,7086.892628418777,0,0,637.8825952058775,0,0,15.062460923057248,9,17,8755.0
104,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,8756.0
105,10000.0,0,0,1808.601254480149,0,0,10000.0,0,0,1134.9723437681278,0,0,1043.8794210047042,0,0,7394.83032708223,0,0,981.4643306183995,0,0,644.0944716229619,0,0,8759.0
106,10000.0,0,0,827.0998150988504,0,0,3992.304994508479,0,0,1836.391569247978,0,0,3646.9062083012823,0,0,1494.3795883460905,0,0,2059.0864050175264,0,0,110.38591317649971,3,6,8770.0
107,10000.0,0,0,171.61669165876165,2,2,215.4243432227701,1,1,5227.8995471435255,0,0,4201.567604526095,0,0,3320.1026420242783,0,0,3461.7736272810166,0,0,40.38264226872602,10,10,8771.0
108,10000.0,0,0,740.3266741074096,0,0,10000.0,0,0,10000.0,0,0,2395.8951355673767,0,0,2302.3568362008386,0,0,10000.0,0,0,10000.0,0,0,8781.0
109,10000.0,0,0,10000.0,0,0,10000.0,0,0,1782.7959750545676,0,0,1015.2106983052536,0,0,1437.9144537914856,0,0,10000.0,0,0,49.268471257096344,1,1,8790.0
110,10000.0,0,0,2051.1149864863623,0,0,10000.0,0,0,3257.506237158058,0,0,2964.674453958532,0,0,2853.8690621199876,0,0,2713.008868794917,0,0,1297.5097745631922,0,0,8797.0
111,10000.0,0,0,427.8568538950379,0,1,10000.0,0,0,10000.0,0,0,348.0109214790303,0,1,326.82867659832533,0,1,7318.1947292392,0,0,0.0,3,4,13.0
112,10000.0,0,0,157.27665498677675,2,4,10000.0,0,0,606.4226588832008,0,0,1943.0826988799547,0,0,890.8057359921247,0,0,31.97202591420296,4,5,22.56712686383015,3,4,18.0
113,10000.0,0,0,197.7468690615512,3,8,10000.0,0,0,10000.0,0,0,436.6965353714932,0,1,10000.0,0,0,10000.0,0,0,78.3421891549597,4,7,23.0
114,10000.0,0,0,43.22807264610526,2,5,3606.9282225272686,0,0,3419.6415666641938,0,0,1626.1883708393539,0,0,998.6825879089403,0,0,1071.2029387644563,0,0,311.87730500937175,0,2,24.0
115,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,472.2156622970514,0,1,504.2860602565551,0,0,10000.0,0,0,108.25260052453005,1,2,29.0
116,10000.0,0,0,147.49280748716762,2,4,10000.0,0,0,728.1376451431195,0,0,899.6296326778353,0,0,983.9691587177483,0,0,532.1119906087757,0,0,176.5052484395091,2,6,61.0
117,10000.0,0,0,1844.381309321993,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,2739.7075948609654,0,0,62.0
118,10000.0,0,0,274.98615667196725,0,2,10000.0,0,0,10000.0,0,0,274.2363979965269,0,1,10000.0,0,0,10000.0,0,0,9.037463856136581,3,4,68.0
119,10000.0,0,0,218.44033631745788,1,4,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,121.66506805158387,1,1,48.06772794729833,2,4,72.0
120,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,333.96292935521484,0,1,75.0
121,10000.0,0,0,153.27022350899227,6,7,10000.0,0,0,3535.926800716085,0,0,1143.186759573134,0,0,1699.5283496122597,0,0,733.6389073528538,0,0,326.553081216422,0,2,76.0
122,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,568.8092843933133,0,0,10000.0,0,0,112.43947690629273,1,3,80.0
123,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,84.0
124,10000.0,0,0,417.61091968898387,0,1,10000.0,0,0,10000.0,0,0,5515.110314224769,0,0,1057.483439309983,0,0,10000.0,0,0,150.73708757928264,2,5,89.0
125,10000.0,0,0,73.88585423106154,1,2,10000.0,0,0,4337.034073699857,0,0,3159.2173691172065,0,0,3793.612203465929,0,0,327.9427419797721,0,1,19.02266219744141,2,2,93.0
126,10000.0,0,0,26.338708349323834,13,15,1928.0085002231096,0,0,1700.6087934865411,0,0,1284.411523617233,0,0,633.3646073096936,0,0,865.7177572102253,0,0,31.59745586790704,3,3,101.0
127,5895.915739538082,0,0,128.8494050236706,4,6,10000.0,0,0,3477.106216850905,0,0,1955.797059066248,0,0,3447.124428651388,0,0,257.3399195087019,0,2,93.12592061885043,5,9,106.0
128,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,7525.1063993941025,0,0,6398.859021504192,0,0,9196.524535564304,0,0,6085.237673219639,0,0,119.0
129,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,9586.85442645494,0,0,8899.26362935705,0,0,10000.0,0,0,7840.423885168652,0,0,121.0
130,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,1519.1479892241107,0,0,640.8044230652027,0,0,3950.7100229579064,0,0,156.82336064169348,1,3,126.0
131,10000.0,0,0,8305.517414379021,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,132.0
132,10000.0,0,0,7765.3466695011875,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,304.5808160779289,0,1,139.0
133,10000.0,0,0,111.4576101812348,2,6,10000.0,0,0,3055.729766891808,0,0,1052.6989279493132,0,0,60.66203576773009,1,1,841.9330908080032,0,0,3.238124717776978,9,10,145.0
134,10000.0,0,0,1398.0598669083026,0,0,10000.0,0,0,10000.0,0,0,1786.1792601334546,0,0,2533.8438066749563,0,0,3173.07558136285,0,0,228.11633453596565,2,3,2940.0
135,10000.0,0,0,435.9306263035534,0,2,10000.0,0,0,392.0593027045554,0,3,440.3382259688157,0,1,2597.4677228379155,0,0,699.680293040601,0,0,286.1021084689623,0,3,4620.0
136,750.9688865702589,0,0,68.53865583043779,2,7,8257.378364436294,0,0,1242.4067766614714,0,0,1235.5701594928012,0,0,414.7454472088794,0,1,421.50828000420233,0,2,396.6330220999691,0,1,294.0
137,638.5600250996829,0,0,112.17266583617261,3,5,2512.5689155643818,0,0,838.8980509661809,0,0,586.3808916029825,0,0,81.72858214477071,4,4,155.3922177389924,9,16,134.3613778144864,7,20,1978.0
138,10000.0,0,0,678.9359117593797,0,0,10000.0,0,0,10000.0,0,0,826.8964364464184,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,1991.0
139,80.31565149021868,4,4,58.87169514809257,6,8,8959.839624552214,0,0,2123.6654868856845,0,0,423.7094330969074,0,1,900.2409782124439,0,0,785.3927328394715,0,0,54.945140891454606,4,8,4509.0
140,307.909575286709,0,1,258.19312339073383,0,7,6669.393542702822,0,0,2476.111163059718,0,0,3291.2585922374087,0,0,1495.3989543063433,0,0,699.9665302193408,0,0,19.535564433957283,11,12,4598.0
141,10000.0,0,0,544.739450691728,0,0,10000.0,0,0,7401.892413925964,0,0,273.67852011116673,0,1,779.6484760019258,0,0,1416.9478219238874,0,0,62.314848981356825,4,5,4665.0
142,10000.0,0,0,355.54006702809033,0,2,986.4076401761567,0,0,10000.0,0,0,875.4188798804462,0,0,3213.2403199662845,0,0,835.7125222915641,0,0,159.6915510678416,3,6,4698.0
143,10000.0,0,0,284.7546975460824,0,7,10000.0,0,0,5795.608709125352,0,0,7675.533208162516,0,0,7600.571247573924,0,0,378.98232813189935,0,1,279.2929544316637,0,2,153.0
