,target
1437,0.0887254822564501
366,0.0314726521053895
1941,-0.0891502276589618
4982,0.0882529047610418
402,-0.0433607425421224
5468,-0.0180017737920574
3534,0.1271293671665312
949,0.0081843828748439
2742,-0.1036109036535702
19,-0.0506266855287384
229,0.0365368192013201
4155,-0.0861852615773736
668,-0.0095377426381937
218,0.063011866955722
5748,-0.0001698729061635
3958,-0.1083535322927118
2131,-0.0131142020134821
2481,0.009063301119808
4357,-0.0214810984430238
585,-0.0522203549815792
1864,-0.0334235637111357
2881,-0.0025460955410477
4258,-0.0730058407391085
3849,-0.0103080035120893
3767,-0.1450012314747548
3426,0.1543956274250683
4845,-0.0149147543021679
777,0.0332894509507449
3433,0.2186083166997159
1018,0.194377888778072
1606,-0.1450012314747548
2473,0.0475067846255554
5538,-0.050419089579417
3375,0.1765292946190131
3666,-0.1081058579004675
1491,0.0618688250433499
5797,0.0848377551570364
2133,-0.0565765675638372
2135,-0.0232765711058492
5302,-0.0500624524279348
4454,0.0406998432164278
2836,-0.0833445900581077
1593,-0.025938220090283
517,-0.1139956496627117
321,0.007662173175953
4763,0.1353198168068841
3897,0.0619588755108559
4041,-0.0458536970147138
4714,0.159858565961423
217,0.0444490640422388
2619,0.0361892779838593
1897,-0.0293052870394424
360,0.003503468026472
4342,0.0213447867423759
3834,-0.0414922415421043
4989,0.0741125394621263
2287,0.1881863937915623
1052,0.151302523371223
2758,-0.0140394697359077
759,-0.0949271229463735
4634,0.1449529125980026
2531,-0.070003844974312
3710,-0.0767454171115372
1426,0.0655338060502029
5354,-0.1450012314747548
5288,-0.0464843946214568
214,0.0257215148356423
1614,-0.0141175831535534
5628,-0.1259260792110251
1717,-0.0392002754322822
2702,0.0164880800069582
5229,-0.1114618400931529
2954,-0.069133285305963
3153,-0.0360481156899506
1702,-0.0074331162680238
3053,-0.0122111154737246
2988,0.0086852654551657
196,0.0419144559588825
5874,0.1834746860667694
4993,0.0820582853986331
1512,0.021981841769035
3970,-0.0212259975424176
4873,0.0368585634424642
1056,0.2186083166997159
2251,0.1337563656705795
887,-0.0054684825881033
3721,-0.0242626165990127
1092,0.1725664185450868
5255,-0.015850239353091
568,-0.0926038145421795
516,-0.0140644532843748
4678,0.1549346764681063
4921,-0.028623320591325
2673,-0.0655708453756381
139,-0.0770638434584296
5787,0.2128045371148038
2254,0.1522282715677074
2417,-0.0619380833624424
1149,0.1848774872626939
5135,-0.0051305855014683
3830,0.0974447514363941
3000,-0.0906509126730932
5570,-0.0408874996869635
463,-0.0639828208754296
5800,0.1516503300983578
3049,0.0484623226092928
4950,0.0416825718225698
594,-0.0693766629113596
3460,0.2069127768003578
1807,0.0297816484118727
3038,0.0427793972124982
450,-0.0686721953299504
2656,0.086922674080395
4176,-0.054059222823351
518,-0.0774316660352625
3520,0.1780679435244843
4162,-0.0570450403401028
3002,-0.1053842518933106
4320,0.025046372778936
2611,-0.0005950230856859
5125,-0.0321393846312822
1174,0.2186083166997159
2366,0.1075633246506497
451,-0.0788806783289728
5002,-0.0428533504254822
2952,0.0655100899398697
1112,0.0462859413981617
4810,-0.0032773305465163
1578,0.0266745387875918
4072,-0.0737964724865868
1615,-0.0903527024550315
4315,0.026479875082867
2815,-0.007287558103055
3384,0.0825922040615717
2927,-0.0027392520855474
1263,-0.0917360576318831
5576,0.000818241082704
999,0.2186083166997159
3700,0.0062561472695739
1359,-0.047169991029523
2781,-0.0816019044025095
1476,-0.0410498269391173
192,-0.1063859618521479
5763,0.0289581907079494
5359,-0.0759449529521588
4966,0.0512316074495695
2375,0.111017972614681
5022,-0.0187414467161828
1874,-0.028187241748776
5261,-0.1078404423711407
1338,-0.0752728353749108
2826,-0.0924066017338983
3386,0.1243660919503265
3562,0.2024642112749643
5119,0.0199769928076479
5209,-0.0434265740550882
1293,-0.1084586732412604
5246,-0.0292927315190423
4479,-0.0792124743808104
4981,0.0803841810222065
3464,0.0979361502478081
3551,0.1540373880883287
1907,-0.0648204259682448
3697,0.0248854529068815
4122,-0.0292927315190423
368,-0.1435239362196085
1937,-0.0624655218950261
5025,0.0548684188993987
1151,0.1812540480857047
3552,0.0990182767007085
4890,-0.0092350777250595
2951,0.0116411147620815
2167,0.0239560330257994
2995,0.0616072329852905
3499,0.1844205680528433
1872,-0.0827571914804722
5859,0.1239683569130263
191,-0.0885592443253684
3799,0.0315507694287073
108,-0.0034579326085033
174,0.0368468129447201
3119,0.0064292488831005
3396,0.1206159527180917
5952,0.2079159902896898
1598,0.0514753214448876
1360,-0.064465674046214
3761,-0.0388119878097744
4990,0.0356761998455956
5180,-0.0056143488672515
5798,0.1971234981442696
5282,-0.0734142993488979
2513,-0.0980202822495187
1164,0.2186083166997159
3757,-0.0151279225618755
476,-0.0514462313888737
4450,-0.0402638633858039
4436,-0.0162200730545516
4535,0.0097539323561508
1616,0.0571211743711162
312,0.0845940218845762
1661,0.1347327531148883
508,-0.0173822064659917
166,0.0216933799139782
2276,0.1339229851197998
4769,0.184538793628734
3164,-0.0713563610550066
1024,0.2081170613014711
1221,-0.1085161124446354
3895,0.0444876412447214
3809,0.0585822468848662
1119,0.1607864958277587
3985,-0.0999911519589801
103,-0.0452987858535654
5356,-0.0746292656536781
2380,0.1797071085982923
3148,-0.0617348358288275
3558,0.1506115020037408
4092,-0.018038846129076
2677,0.026147556292895
2687,0.0220989644905919
1752,-0.0446091479558868
5543,-0.0380836094221159
3580,-0.0225693230572344
752,-0.0756587520823202
3008,-0.0501061186508277
2209,0.2186083166997159
4110,0.0363651176886027
1658,-0.0310892970183418
152,-0.0985159317290801
2550,-0.0740330575875317
3527,0.1035219152085545
1583,-0.0741715635356111
1859,0.0407827216919002
5584,0.0117344636826271
4800,-0.0936660172205153
725,-0.0256057757567288
5462,-0.0713469767490472
1503,0.0499216276287596
2957,0.0443667381892019
2525,-0.0414129627845493
5879,0.1570001493874883
2086,-0.0608529200031384
3455,0.20584779464021
1822,0.0847389931778164
4594,0.1648919143866491
5515,-0.0710102630387014
309,0.0531655780344326
5062,0.0134475630607208
2399,0.0070066498656804
4113,0.0351531605968523
495,-0.0707498714673147
205,0.0595851678589131
1434,0.0621254934572288
1135,0.1621779294264929
868,-0.0062395513355204
305,0.0070097761524344
1849,0.0120097241276365
3309,-0.0850864984514146
1988,-0.1260332360508493
5313,-0.0671741654997274
1534,0.0390522717785747
843,-0.1133400371954236
1987,-0.0107897664831306
2929,-0.0508477710936369
3779,0.0654476988950495
2503,-0.025101401200333
3154,-0.0785078984605066
1538,-0.0209400492287882
211,0.1157061201776452
1957,-0.0404605413992978
3660,-0.0683921684559528
2291,0.1516575892340169
2670,0.0503205427520241
4076,0.0919006727731282
3857,-0.0329141601903479
4554,-0.0954462037644562
680,-0.0626398822050874
180,-0.0127961848546726
5758,-0.1097470122367288
3442,0.1220045457351343
4691,0.1593099954618605
278,0.0386950903413928
289,-0.0368305395081674
5862,-0.0273984709580829
993,0.1249213321393584
2554,-0.0203939801083619
3703,-0.050651904999343
4194,-0.0928301188886457
4772,-0.0876274026611017
270,0.0332667973084336
5412,-0.0596323107943448
4860,0.0372250201866974
4392,-0.0557354477060816
4626,0.1211050876631052
111,-0.05035007441799
1391,0.0827827518274322
220,0.0525198810896589
5635,-0.0592218032846602
83,0.0074889981901422
3381,0.0557145403305427
461,-0.1032287403218178
5766,-0.0190877331748478
551,-0.0171861549254084
5005,-0.0664346012716338
3604,-0.0373286435776022
4144,-0.1005799821666301
3459,0.1354572843596121
2569,0.0598502899864361
650,-0.1012921455457524
708,-0.0523505017587487
5501,0.0340203807516183
2377,0.1035986215428103
5100,-0.0402070686284189
1424,-0.008228472690676
1216,-0.1031941368615542
4543,-0.0253335826182655
1924,-0.0036110438686756
4507,0.0137853529457516
2647,-0.0284583332656852
314,-0.0872058179251729
5831,0.0214001495493066
1427,0.0614118228421893
3362,-0.0208972920787832
2893,0.0019857181667821
2789,0.0067192735389513
3162,-0.0402432035796098
4381,-0.0716669956480723
3235,0.0006960413650413
5956,0.0899190461137906
3770,-0.0526117751314486
684,-0.0419491174394768
4589,0.1720688428454551
5207,-0.0838909114800486
2683,-0.0010723302272935
5577,-0.0753031987257548
326,-0.008979471686485
5107,0.0151524651638129
3806,0.0097816051423534
5146,-0.1291552724331702
4475,0.0408632926186308
3984,-0.1062207215048016
3667,-0.0237296395635399
5695,-0.000856152107851
348,-0.0765324817426318
1626,-0.0393929700844209
5665,-0.1037855456877257
871,-0.073875214827471
2918,-0.0476023744085961
5061,0.0104901363857992
5403,-0.072494935224367
2121,-0.0586451222002601
2431,0.0224441119366693
85,-0.0902311978368489
5745,0.0068197742687892
1877,0.0092413122509568
4702,0.1231889643824166
4019,0.0669413204862019
2678,-0.0233698577817813
494,-0.0113323141295462
2922,-0.025039660581625
3875,0.0053711493985765
4709,0.2057442548040854
1270,-0.0662555942500835
2618,0.0202508547153573
2908,-0.0815676386665784
4919,-0.0937525139143602
618,-0.0858742717258312
5094,-0.0118925565825364
4717,0.2186083166997159
2584,-0.1139318413568563
2518,-0.0306128470461136
3977,-0.1142516675766645
3010,-0.0132124454302834
1413,0.004055621257725
3176,-0.0154188540853106
4444,-0.0816133313264786
869,0.054632595174552
2006,-0.0101715856733662
4406,-0.0465309866225788
356,-0.1072388101981512
1162,0.1488427366750389
4521,-0.0333828086243181
4519,0.0357134453370078
5872,0.1724538605412355
1890,0.0378558572020226
579,-0.0015712517655436
2519,-0.0450376847653918
1691,-0.0428370649594254
862,-0.0463913354842881
3939,0.0083471401157804
3252,-0.0315570326537954
5817,0.031208792463269
4935,-0.0166877319117309
1116,0.1699801078712896
1541,-0.0106696389192752
3693,-0.1187383641498073
4582,0.1248732281433473
5479,-0.0433936478964904
2574,0.08314003267451
5259,-0.1212210218420921
5274,-0.0310243642900338
5861,0.1886081897885179
2585,0.0945704451401192
5683,-0.0138213734312377
2405,-0.0915905199336793
5713,-0.0671568465086197
2052,-0.0840822877387026
1776,-0.1450012314747548
3217,-0.0138307017064719
4269,0.005233319313577
1592,-0.0101744844630349
1723,-0.0673476729258579
4660,0.1201342907561839
3975,-0.0761709336868568
490,-0.0691242931267503
5007,-0.0063310204672349
1006,0.2186083166997159
5844,0.1961469818285902
3413,0.1279556434826194
1417,0.0724291642948762
25,-0.1105973682659273
1113,0.126585128874006
4904,-0.1171315930698528
1552,0.0822399803664711
5087,0.0328218005862181
4449,-0.0564283874867105
433,-0.0825124461891575
5884,0.2186083166997159
4614,0.1773887125604573
3949,0.0209220949294106
4915,-0.0723225540989652
3050,-0.049442614049464
4928,-0.0054023145541714
4423,-0.0846485572095488
4878,-0.0850742835561362
5918,0.0945425080613129
1102,0.2026391383045007
5108,-0.0413812850428302
4418,-0.0880524280919984
5574,0.0027105261128641
194,-0.0068505891056883
615,-0.021860665708724
643,-0.0270606130164268
5614,-0.0792015622370763
2406,0.0115819707490131
5035,0.0273318514588774
330,0.0505016845199738
3477,0.1305041558481046
5003,0.0058421773288765
3065,-0.0200809859316317
3250,-0.0090276568205874
483,-0.0256018772497254
3988,-0.0789186460899072
2436,0.0368937990363528
2059,0.0503885447714107
3844,0.0093649614017717
32,-0.0560772655674922
4112,-0.1183898582377183
4687,0.1106543625226303
5033,0.0537286373334643
1444,-0.0455383311935319
2477,-0.0812489076690897
2575,0.0589556131944734
5810,0.1498198276193997
1705,-0.0445923041610829
5671,0.0178224801654237
4074,-0.086347713220835
5004,0.0114098807657104
1401,0.0378708392589578
4476,-0.0776218483736334
170,0.0300461246138357
540,-0.024617163785729
5655,-0.0115938051564322
4461,-0.0593893472547361
3441,0.1943498597106673
2680,0.0048762844071591
674,-0.0669753439895935
2876,-0.0509174494186439
2313,0.2186083166997159
1815,0.0155537516534431
2521,-0.0998287626606413
2100,0.0363330830684331
3077,0.0581937061394957
5017,0.0923462748541823
2101,0.0411508054483865
5044,0.0561487281511572
2764,-0.0492089963964969
1548,0.0251097184113607
2925,-0.0846727909027643
2350,0.1188560421164375
355,-0.0707684277496349
2463,0.0194708679452476
5078,-0.0587039759494599
3337,-0.06907935550572
5270,-0.0957901529638414
4241,-0.0951934325335243
1051,0.1454357775989677
5452,-0.0186185724025219
3560,-0.0215820461909251
1751,-0.122308082683508
2432,-0.1072668569840981
1772,-0.0490191867243614
1196,0.0280394561814713
1878,-0.0456929085132049
2016,-0.0267329001037024
2005,-0.080864481477872
4012,-0.0177430037410377
1482,-0.1030387051918643
328,-0.0166516086789816
648,-0.0645644317353172
2410,-0.0327238524834046
1123,0.2186083166997159
4539,0.0021369818202593
2916,0.0156209219777257
5474,0.0599340904559675
2802,-0.0338968397227375
3245,-0.0710102630387014
4986,0.0920336138359032
1259,-0.0771267145394426
2996,-0.0420238734126259
3454,0.2186083166997159
2658,-0.0007181708650961
