lat,lon,nearest_bank,nearest_railway,nearest_food,nearest_hospital,nearest_atm,nearest_college,nearest_office,nearest_school,nearest_airport,nearest_gov_building,nearest_kgarden,nearest_MFC,nearest_subway,nearest_neighbour_atm,bank_in_500m,railway_in_500m,food_in_500m,hospital_in_500m,atm_in_500m,college_in_500m,office_in_500m,school_in_500m,airport_in_500m,gov_building_in_500m,kgarden_in_500m,MFC_in_500m,subway_in_500m,dist,area,atm_group_496.5,atm_group_1022.0,atm_group_1942.0,atm_group_3185.5,atm_group_5478.0,atm_group_8083.0,fed_dist_Крымский федеральный округ,fed_dist_Приволжский федеральный округ,fed_dist_Северо-Западный федеральный округ,fed_dist_Северо-Кавказский федеральный округ,fed_dist_Сибирский федеральный округ,fed_dist_Уральский федеральный округ,fed_dist_Центральный федеральный округ,fed_dist_Южный федеральный округ,region_Адыгея,region_Алтайский край,region_Амурская область,region_Архангельская область,region_Астраханская область,region_Башкортостан,region_Белгородская область,region_Брянская область,region_Бурятия,region_Владимирская область,region_Волгоградская область,region_Вологодская область,region_Воронежская область,region_Дагестан,region_Еврейская автономная область,region_Забайкальский край,region_Ивановская область,region_Иркутская область,region_Кабардино-Балкария,region_Калининградская область,region_Калмыкия,region_Калужская область,region_Камчатский край,region_Кемеровская область,region_Кировская область,region_Костромская область,region_Краснодарский край,region_Красноярский край,region_Курганская область,region_Курская область,region_Ленинградская область,region_Липецкая область,region_Магаданская область,region_Марий Эл,region_Мордовия,region_Москва,region_Московская область,region_Мурманская область,region_Нижегородская область,region_Новгородская область,region_Новосибирская область,region_Омская область,region_Оренбургская область,region_Орловская область,region_Пензенская область,region_Пермский край,region_Приморский край,region_Псковская область,region_Республика Алтай,region_Республика Карелия,region_Республика Коми,region_Республика Крым,region_Республика Саха (Якутия),region_Республика Хакасия,region_Ростовская область,region_Рязанская область,region_Самарская область,region_Санкт-Петербург,region_Саратовская область,region_Сахалинская область,region_Свердловская область,region_Смоленская область,region_Ставропольский край,region_Тамбовская область,region_Татарстан,region_Тверская область,region_Томская область,region_Тульская область,region_Тыва,region_Тюменская область,region_Удмуртия,region_Ульяновская область,region_Хабаровский край,region_Ханты-Мансийский автономный округ - Югра,region_Челябинская область,region_Чувашия,region_Чукотский автономный округ,region_Ямало-Ненецкий автономный округ,region_Ярославская область
46.312299,44.295675,244.01849168287984,1975.4519900931505,249.50736779304748,517.8487255487963,884.7331134099763,1897.46859502841,1120.7398986702674,1369.8249200277626,56204.71292314524,268653.19195872353,1377.1930781039607,220705.6158792362,1104743.2934995797,495.86716790722807,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,115175.94,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.058805,92.953812,73.7630495294187,2050.8914840964035,643.9183319285706,592.865096806675,732.4513483020386,4624.969122324287,589.0608559879184,927.5974056992474,18539.169037452422,266997.2028020204,1152.5757762731448,102837.48755887446,1711936.0851005863,217.17344038376316,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,404670.1699999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.761358,56.013345,16.476773709865807,4378.24851377277,119.95327542267415,1693.2151033118948,20.45661806303595,894.8880856224808,484.47252457219184,1418.3712438009895,213539.8686390519,185335.1512948729,2596.443308377464,171018.82542868995,1711936.0851005863,0.0,6.0,0.0,8.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22,285723.65,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.444951,134.30507,204.2219451894917,9511.50361357836,13788.747534317214,39818.28072819649,235.7343046278725,209588.34271880292,129399.18660256444,478.36140580963263,76866.47714765657,148989.06755170214,37047.46927297869,209099.53503693984,1711936.0851005863,285.2621413326116,8.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16,190151.54,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.370285,131.99251,54.42564941565634,114.47978767641033,12048.177632688989,140.2884531808198,169.81683634504554,22670.299477012417,17209.556279912136,16438.920701333234,786432.9406670664,31527.15276288035,22596.69191243225,31161.35351994238,1711936.0851005863,317.000755528618,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,31174.61,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.973189,92.792313,2568.4948568262807,1038.829528762072,1308.5300222286205,2867.761749949397,2509.2158653755127,2254.052234132907,2396.3193749693683,3219.338489965043,29069.60130984844,254393.9628352993,582.9131369189734,113872.58840950752,1711936.0851005863,2270.1930521357904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,63297.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.550128,150.839901,658.6914211540025,361270.45083001023,237.70435083095387,937.4655638292676,190.00232528067284,1431.0079687551292,1257.7269914396052,2043.9437380349605,524656.1730420006,1632.9099055351369,641.1190815162122,1647622.5596863788,1711936.0851005863,546.9696425325404,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,69082.59999999999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.854079,60.559521,287.5650331796736,1963.8984880809107,169.1800629538334,2468.1147314577497,126.41050034091704,2124.401851606907,24.84295431249056,1551.5357664118026,133368.71093651277,2892.584407460245,1289.985876463063,736.2769628841589,2518.804337415629,574.9942108084739,1.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15,325871.20000000007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.965177,40.99001,633.9796440912683,4923.058245312447,24.83271234293571,932.8613659881596,43.98894179351624,660.9271284927655,1106.4495735885305,3494.160254252248,27378.09120525794,191219.83518242577,1336.9534450575245,2045.7184241995244,235297.4772268517,795.0274333334231,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,305633.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.018776,40.959745,398.5707340613196,1239.7074035196088,206.47960639746236,1555.212329907935,258.12467127461684,5301.46004427462,1205.5406446366474,2756.231614838718,31341.46355851092,193669.724369077,1662.3218545614136,644.8856727530576,236957.0835166881,869.8327578892986,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,183209.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.291753,48.315699,855.1327893193327,1131.3292285295993,264.56709663577914,4367.446433090092,1186.4208750668283,4253.010966210762,727.9088540766691,2081.109295251892,115607.91914243228,155372.75174461363,8227.267312904138,4109.878027306646,169946.07652123232,556.3592306400386,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,135246.71000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
